,drug,SE
0,680,SE121
0,685,SE121
0,691,SE121
0,702,SE121
0,731,SE121
0,778,SE121
0,788,SE121
0,807,SE121
0,828,SE121
0,7,SE122
0,20,SE122
0,24,SE122
0,25,SE122
0,33,SE122
0,34,SE122
0,35,SE122
0,37,SE122
0,41,SE122
0,44,SE122
0,47,SE122
0,50,SE122
0,58,SE122
0,83,SE122
0,89,SE122
0,93,SE122
0,104,SE122
0,109,SE122
0,122,SE122
0,131,SE122
0,135,SE122
0,137,SE122
0,156,SE122
0,168,SE122
0,184,SE122
0,191,SE122
0,215,SE122
0,222,SE122
0,231,SE122
0,259,SE122
0,261,SE122
0,282,SE122
0,297,SE122
0,303,SE122
0,304,SE122
0,327,SE122
0,330,SE122
0,352,SE122
0,356,SE122
0,363,SE122
0,370,SE122
0,377,SE122
0,392,SE122
0,408,SE122
0,411,SE122
0,415,SE122
0,416,SE122
0,418,SE122
0,422,SE122
0,425,SE122
0,433,SE122
0,435,SE122
0,442,SE122
0,452,SE122
0,485,SE122
0,493,SE122
0,497,SE122
0,498,SE122
0,506,SE122
0,527,SE122
0,536,SE122
0,541,SE122
0,544,SE122
0,548,SE122
0,551,SE122
0,565,SE122
0,575,SE122
0,591,SE122
0,609,SE122
0,613,SE122
0,614,SE122
0,624,SE122
0,642,SE122
0,646,SE122
0,659,SE122
0,667,SE122
0,671,SE122
0,675,SE122
0,682,SE122
0,687,SE122
0,689,SE122
0,704,SE122
0,727,SE122
0,748,SE122
0,760,SE122
0,781,SE122
0,788,SE122
0,792,SE122
0,801,SE122
0,803,SE122
0,805,SE122
0,807,SE122
0,825,SE122
0,41,SE123
0,137,SE123
0,303,SE123
0,400,SE123
0,411,SE123
0,591,SE123
0,781,SE123
0,5,SE124
0,25,SE124
0,37,SE124
0,41,SE124
0,44,SE124
0,50,SE124
0,58,SE124
0,71,SE124
0,83,SE124
0,84,SE124
0,98,SE124
0,104,SE124
0,109,SE124
0,110,SE124
0,121,SE124
0,137,SE124
0,156,SE124
0,168,SE124
0,174,SE124
0,191,SE124
0,202,SE124
0,204,SE124
0,206,SE124
0,209,SE124
0,252,SE124
0,278,SE124
0,303,SE124
0,345,SE124
0,346,SE124
0,363,SE124
0,366,SE124
0,400,SE124
0,408,SE124
0,409,SE124
0,411,SE124
0,433,SE124
0,469,SE124
0,497,SE124
0,498,SE124
0,536,SE124
0,544,SE124
0,551,SE124
0,572,SE124
0,597,SE124
0,614,SE124
0,624,SE124
0,639,SE124
0,642,SE124
0,646,SE124
0,650,SE124
0,659,SE124
0,667,SE124
0,682,SE124
0,724,SE124
0,760,SE124
0,773,SE124
0,781,SE124
0,788,SE124
0,801,SE124
0,803,SE124
0,821,SE124
0,24,SE125
0,33,SE125
0,41,SE125
0,44,SE125
0,58,SE125
0,64,SE125
0,83,SE125
0,84,SE125
0,93,SE125
0,98,SE125
0,104,SE125
0,110,SE125
0,137,SE125
0,161,SE125
0,184,SE125
0,191,SE125
0,231,SE125
0,261,SE125
0,266,SE125
0,271,SE125
0,303,SE125
0,330,SE125
0,345,SE125
0,350,SE125
0,400,SE125
0,411,SE125
0,425,SE125
0,438,SE125
0,469,SE125
0,497,SE125
0,523,SE125
0,527,SE125
0,537,SE125
0,541,SE125
0,549,SE125
0,551,SE125
0,564,SE125
0,575,SE125
0,591,SE125
0,614,SE125
0,667,SE125
0,671,SE125
0,687,SE125
0,719,SE125
0,725,SE125
0,781,SE125
0,792,SE125
0,821,SE125
0,825,SE125
0,689,SE126
0,485,SE127
0,5,SE128
0,25,SE128
0,42,SE128
0,47,SE128
0,62,SE128
0,85,SE128
0,110,SE128
0,127,SE128
0,137,SE128
0,247,SE128
0,252,SE128
0,261,SE128
0,286,SE128
0,296,SE128
0,297,SE128
0,334,SE128
0,345,SE128
0,386,SE128
0,409,SE128
0,411,SE128
0,417,SE128
0,422,SE128
0,425,SE128
0,498,SE128
0,542,SE128
0,575,SE128
0,576,SE128
0,590,SE128
0,593,SE128
0,629,SE128
0,675,SE128
0,690,SE128
0,704,SE128
0,722,SE128
0,728,SE128
0,788,SE128
0,792,SE128
0,800,SE128
0,803,SE128
0,575,SE129
0,33,SE130
0,89,SE130
0,247,SE130
0,252,SE130
0,320,SE130
0,345,SE130
0,411,SE130
0,541,SE130
0,566,SE130
0,575,SE130
0,593,SE130
0,675,SE130
0,702,SE130
0,704,SE130
0,807,SE130
0,278,SE131
0,308,SE131
0,380,SE131
0,423,SE131
0,502,SE131
0,530,SE131
0,601,SE131
0,653,SE131
0,691,SE131
0,406,SE132
0,704,SE133
0,33,SE134
0,34,SE134
0,35,SE134
0,141,SE134
0,146,SE134
0,208,SE134
0,320,SE134
0,345,SE134
0,348,SE134
0,361,SE134
0,408,SE134
0,411,SE134
0,454,SE134
0,485,SE134
0,575,SE134
0,642,SE134
0,728,SE134
0,49,SE135
0,408,SE136
0,204,SE137
0,20,SE138
0,24,SE138
0,35,SE138
0,41,SE138
0,47,SE138
0,48,SE138
0,62,SE138
0,77,SE138
0,91,SE138
0,110,SE138
0,129,SE138
0,137,SE138
0,155,SE138
0,162,SE138
0,174,SE138
0,202,SE138
0,213,SE138
0,232,SE138
0,247,SE138
0,251,SE138
0,252,SE138
0,259,SE138
0,268,SE138
0,270,SE138
0,297,SE138
0,345,SE138
0,356,SE138
0,361,SE138
0,371,SE138
0,386,SE138
0,392,SE138
0,408,SE138
0,409,SE138
0,411,SE138
0,414,SE138
0,421,SE138
0,423,SE138
0,425,SE138
0,435,SE138
0,446,SE138
0,454,SE138
0,465,SE138
0,469,SE138
0,498,SE138
0,503,SE138
0,517,SE138
0,535,SE138
0,551,SE138
0,556,SE138
0,563,SE138
0,570,SE138
0,571,SE138
0,572,SE138
0,575,SE138
0,576,SE138
0,578,SE138
0,590,SE138
0,597,SE138
0,613,SE138
0,614,SE138
0,633,SE138
0,650,SE138
0,659,SE138
0,673,SE138
0,675,SE138
0,689,SE138
0,702,SE138
0,704,SE138
0,724,SE138
0,781,SE138
0,788,SE138
0,792,SE138
0,807,SE138
0,820,SE138
0,826,SE138
0,47,SE139
0,78,SE139
0,34,SE140
0,41,SE140
0,345,SE140
0,383,SE140
0,20,SE141
0,41,SE141
0,48,SE141
0,62,SE141
0,121,SE141
0,137,SE141
0,153,SE141
0,203,SE141
0,230,SE141
0,257,SE141
0,271,SE141
0,278,SE141
0,287,SE141
0,297,SE141
0,327,SE141
0,330,SE141
0,340,SE141
0,345,SE141
0,356,SE141
0,361,SE141
0,427,SE141
0,503,SE141
0,530,SE141
0,537,SE141
0,549,SE141
0,570,SE141
0,578,SE141
0,594,SE141
0,601,SE141
0,613,SE141
0,678,SE141
0,691,SE141
0,722,SE141
0,804,SE141
0,121,SE142
0,137,SE142
0,141,SE142
0,168,SE142
0,203,SE142
0,215,SE142
0,226,SE142
0,259,SE142
0,298,SE142
0,323,SE142
0,330,SE142
0,345,SE142
0,361,SE142
0,409,SE142
0,411,SE142
0,425,SE142
0,503,SE142
0,537,SE142
0,549,SE142
0,551,SE142
0,573,SE142
0,639,SE142
0,653,SE142
0,803,SE142
0,809,SE142
0,820,SE142
0,35,SE143
0,88,SE143
0,101,SE143
0,131,SE143
0,183,SE143
0,215,SE143
0,227,SE143
0,236,SE143
0,247,SE143
0,257,SE143
0,259,SE143
0,278,SE143
0,323,SE143
0,327,SE143
0,361,SE143
0,370,SE143
0,375,SE143
0,400,SE143
0,409,SE143
0,503,SE143
0,537,SE143
0,553,SE143
0,570,SE143
0,575,SE143
0,611,SE143
0,631,SE143
0,641,SE143
0,651,SE143
0,653,SE143
0,659,SE143
0,675,SE143
0,682,SE143
0,702,SE143
0,766,SE143
0,776,SE143
0,820,SE144
0,1,SE145
0,11,SE145
0,33,SE145
0,35,SE145
0,59,SE145
0,67,SE145
0,78,SE145
0,101,SE145
0,122,SE145
0,137,SE145
0,170,SE145
0,218,SE145
0,222,SE145
0,229,SE145
0,259,SE145
0,261,SE145
0,286,SE145
0,303,SE145
0,322,SE145
0,381,SE145
0,416,SE145
0,488,SE145
0,527,SE145
0,559,SE145
0,565,SE145
0,570,SE145
0,572,SE145
0,611,SE145
0,675,SE145
0,704,SE145
0,728,SE145
0,762,SE145
0,792,SE145
0,10,SE146
0,11,SE146
0,13,SE146
0,24,SE146
0,25,SE146
0,33,SE146
0,34,SE146
0,46,SE146
0,50,SE146
0,56,SE146
0,62,SE146
0,75,SE146
0,77,SE146
0,83,SE146
0,84,SE146
0,96,SE146
0,109,SE146
0,110,SE146
0,121,SE146
0,129,SE146
0,137,SE146
0,141,SE146
0,158,SE146
0,163,SE146
0,174,SE146
0,184,SE146
0,209,SE146
0,213,SE146
0,222,SE146
0,223,SE146
0,232,SE146
0,236,SE146
0,237,SE146
0,271,SE146
0,280,SE146
0,296,SE146
0,297,SE146
0,311,SE146
0,315,SE146
0,320,SE146
0,334,SE146
0,345,SE146
0,346,SE146
0,354,SE146
0,365,SE146
0,366,SE146
0,369,SE146
0,377,SE146
0,381,SE146
0,386,SE146
0,405,SE146
0,406,SE146
0,408,SE146
0,409,SE146
0,411,SE146
0,425,SE146
0,433,SE146
0,439,SE146
0,454,SE146
0,465,SE146
0,469,SE146
0,471,SE146
0,498,SE146
0,517,SE146
0,523,SE146
0,555,SE146
0,556,SE146
0,563,SE146
0,564,SE146
0,569,SE146
0,572,SE146
0,574,SE146
0,575,SE146
0,576,SE146
0,590,SE146
0,597,SE146
0,613,SE146
0,624,SE146
0,631,SE146
0,641,SE146
0,650,SE146
0,651,SE146
0,659,SE146
0,671,SE146
0,683,SE146
0,687,SE146
0,689,SE146
0,690,SE146
0,717,SE146
0,719,SE146
0,732,SE146
0,762,SE146
0,765,SE146
0,767,SE146
0,781,SE146
0,788,SE146
0,789,SE146
0,792,SE146
0,803,SE146
0,821,SE146
0,823,SE146
0,83,SE147
0,137,SE147
0,415,SE147
0,498,SE147
0,537,SE148
0,578,SE148
0,671,SE148
0,704,SE148
0,33,SE149
0,370,SE149
0,408,SE149
0,537,SE149
0,181,SE150
0,282,SE150
0,356,SE150
0,1,SE151
0,4,SE151
0,5,SE151
0,7,SE151
0,10,SE151
0,11,SE151
0,13,SE151
0,14,SE151
0,15,SE151
0,18,SE151
0,19,SE151
0,20,SE151
0,24,SE151
0,25,SE151
0,28,SE151
0,29,SE151
0,30,SE151
0,33,SE151
0,35,SE151
0,41,SE151
0,42,SE151
0,46,SE151
0,47,SE151
0,48,SE151
0,49,SE151
0,50,SE151
0,54,SE151
0,56,SE151
0,58,SE151
0,59,SE151
0,60,SE151
0,62,SE151
0,67,SE151
0,69,SE151
0,75,SE151
0,77,SE151
0,78,SE151
0,80,SE151
0,83,SE151
0,84,SE151
0,85,SE151
0,88,SE151
0,89,SE151
0,90,SE151
0,91,SE151
0,93,SE151
0,96,SE151
0,97,SE151
0,99,SE151
0,101,SE151
0,104,SE151
0,107,SE151
0,109,SE151
0,110,SE151
0,117,SE151
0,121,SE151
0,122,SE151
0,123,SE151
0,124,SE151
0,129,SE151
0,130,SE151
0,132,SE151
0,137,SE151
0,138,SE151
0,141,SE151
0,145,SE151
0,147,SE151
0,150,SE151
0,152,SE151
0,155,SE151
0,158,SE151
0,160,SE151
0,163,SE151
0,168,SE151
0,170,SE151
0,174,SE151
0,175,SE151
0,181,SE151
0,184,SE151
0,186,SE151
0,188,SE151
0,194,SE151
0,199,SE151
0,201,SE151
0,203,SE151
0,207,SE151
0,208,SE151
0,209,SE151
0,212,SE151
0,213,SE151
0,218,SE151
0,220,SE151
0,222,SE151
0,227,SE151
0,231,SE151
0,232,SE151
0,233,SE151
0,235,SE151
0,236,SE151
0,237,SE151
0,238,SE151
0,240,SE151
0,242,SE151
0,247,SE151
0,252,SE151
0,258,SE151
0,259,SE151
0,260,SE151
0,261,SE151
0,265,SE151
0,266,SE151
0,267,SE151
0,270,SE151
0,271,SE151
0,276,SE151
0,277,SE151
0,280,SE151
0,282,SE151
0,285,SE151
0,286,SE151
0,287,SE151
0,289,SE151
0,292,SE151
0,295,SE151
0,296,SE151
0,298,SE151
0,300,SE151
0,303,SE151
0,305,SE151
0,311,SE151
0,312,SE151
0,313,SE151
0,315,SE151
0,320,SE151
0,324,SE151
0,325,SE151
0,326,SE151
0,331,SE151
0,334,SE151
0,340,SE151
0,342,SE151
0,345,SE151
0,346,SE151
0,347,SE151
0,350,SE151
0,354,SE151
0,356,SE151
0,361,SE151
0,363,SE151
0,366,SE151
0,368,SE151
0,369,SE151
0,370,SE151
0,373,SE151
0,375,SE151
0,377,SE151
0,380,SE151
0,381,SE151
0,384,SE151
0,386,SE151
0,388,SE151
0,395,SE151
0,403,SE151
0,405,SE151
0,406,SE151
0,409,SE151
0,411,SE151
0,415,SE151
0,417,SE151
0,422,SE151
0,423,SE151
0,426,SE151
0,433,SE151
0,435,SE151
0,439,SE151
0,442,SE151
0,443,SE151
0,445,SE151
0,446,SE151
0,449,SE151
0,450,SE151
0,453,SE151
0,454,SE151
0,461,SE151
0,462,SE151
0,464,SE151
0,465,SE151
0,466,SE151
0,469,SE151
0,472,SE151
0,474,SE151
0,479,SE151
0,485,SE151
0,486,SE151
0,488,SE151
0,492,SE151
0,496,SE151
0,497,SE151
0,500,SE151
0,503,SE151
0,508,SE151
0,511,SE151
0,516,SE151
0,517,SE151
0,518,SE151
0,524,SE151
0,525,SE151
0,527,SE151
0,528,SE151
0,530,SE151
0,532,SE151
0,533,SE151
0,535,SE151
0,536,SE151
0,537,SE151
0,538,SE151
0,539,SE151
0,541,SE151
0,542,SE151
0,543,SE151
0,544,SE151
0,550,SE151
0,551,SE151
0,553,SE151
0,555,SE151
0,556,SE151
0,557,SE151
0,563,SE151
0,564,SE151
0,565,SE151
0,569,SE151
0,570,SE151
0,572,SE151
0,575,SE151
0,576,SE151
0,578,SE151
0,586,SE151
0,590,SE151
0,591,SE151
0,592,SE151
0,595,SE151
0,597,SE151
0,600,SE151
0,601,SE151
0,605,SE151
0,606,SE151
0,607,SE151
0,610,SE151
0,611,SE151
0,613,SE151
0,614,SE151
0,616,SE151
0,618,SE151
0,624,SE151
0,627,SE151
0,629,SE151
0,631,SE151
0,632,SE151
0,635,SE151
0,638,SE151
0,639,SE151
0,642,SE151
0,646,SE151
0,648,SE151
0,650,SE151
0,651,SE151
0,653,SE151
0,657,SE151
0,658,SE151
0,659,SE151
0,664,SE151
0,670,SE151
0,674,SE151
0,675,SE151
0,677,SE151
0,678,SE151
0,680,SE151
0,682,SE151
0,683,SE151
0,685,SE151
0,686,SE151
0,687,SE151
0,688,SE151
0,690,SE151
0,691,SE151
0,694,SE151
0,700,SE151
0,702,SE151
0,704,SE151
0,707,SE151
0,712,SE151
0,717,SE151
0,719,SE151
0,720,SE151
0,724,SE151
0,725,SE151
0,728,SE151
0,729,SE151
0,731,SE151
0,733,SE151
0,736,SE151
0,737,SE151
0,739,SE151
0,750,SE151
0,753,SE151
0,762,SE151
0,765,SE151
0,766,SE151
0,767,SE151
0,773,SE151
0,783,SE151
0,785,SE151
0,788,SE151
0,789,SE151
0,795,SE151
0,796,SE151
0,798,SE151
0,803,SE151
0,804,SE151
0,807,SE151
0,808,SE151
0,809,SE151
0,812,SE151
0,821,SE151
0,822,SE151
0,823,SE151
0,825,SE151
0,826,SE151
0,828,SE151
0,829,SE151
0,95,SE152
0,233,SE152
0,300,SE152
0,320,SE152
0,342,SE152
0,508,SE152
0,614,SE152
0,653,SE152
0,694,SE152
0,83,SE153
0,88,SE153
0,96,SE153
0,129,SE153
0,227,SE153
0,278,SE153
0,320,SE153
0,454,SE153
0,650,SE153
0,724,SE153
0,73,SE154
0,109,SE154
0,411,SE154
0,452,SE154
0,593,SE154
0,691,SE154
0,742,SE154
0,801,SE154
0,41,SE155
0,42,SE155
0,63,SE155
0,101,SE155
0,109,SE155
0,345,SE155
0,370,SE155
0,416,SE155
0,571,SE155
0,146,SE156
0,257,SE156
0,287,SE156
0,297,SE156
0,346,SE156
0,408,SE156
0,411,SE156
0,537,SE156
0,539,SE156
0,551,SE156
0,572,SE156
0,590,SE156
0,760,SE156
0,788,SE156
0,356,SE157
0,781,SE157
0,24,SE158
0,25,SE158
0,34,SE158
0,35,SE158
0,41,SE158
0,48,SE158
0,62,SE158
0,83,SE158
0,101,SE158
0,110,SE158
0,137,SE158
0,146,SE158
0,155,SE158
0,160,SE158
0,174,SE158
0,191,SE158
0,213,SE158
0,222,SE158
0,237,SE158
0,247,SE158
0,257,SE158
0,258,SE158
0,261,SE158
0,280,SE158
0,297,SE158
0,334,SE158
0,340,SE158
0,345,SE158
0,386,SE158
0,409,SE158
0,454,SE158
0,469,SE158
0,498,SE158
0,503,SE158
0,539,SE158
0,543,SE158
0,563,SE158
0,575,SE158
0,590,SE158
0,613,SE158
0,614,SE158
0,615,SE158
0,632,SE158
0,675,SE158
0,688,SE158
0,689,SE158
0,702,SE158
0,725,SE158
0,761,SE158
0,766,SE158
0,807,SE158
0,821,SE158
0,24,SE159
0,25,SE159
0,34,SE159
0,35,SE159
0,48,SE159
0,62,SE159
0,83,SE159
0,84,SE159
0,91,SE159
0,101,SE159
0,110,SE159
0,137,SE159
0,146,SE159
0,155,SE159
0,160,SE159
0,183,SE159
0,213,SE159
0,233,SE159
0,237,SE159
0,247,SE159
0,250,SE159
0,258,SE159
0,259,SE159
0,261,SE159
0,286,SE159
0,297,SE159
0,305,SE159
0,334,SE159
0,340,SE159
0,345,SE159
0,356,SE159
0,361,SE159
0,386,SE159
0,425,SE159
0,454,SE159
0,469,SE159
0,485,SE159
0,498,SE159
0,503,SE159
0,535,SE159
0,537,SE159
0,539,SE159
0,543,SE159
0,575,SE159
0,613,SE159
0,614,SE159
0,616,SE159
0,618,SE159
0,675,SE159
0,678,SE159
0,680,SE159
0,687,SE159
0,704,SE159
0,725,SE159
0,792,SE159
0,803,SE159
0,807,SE159
0,821,SE159
0,5,SE160
0,34,SE160
0,137,SE160
0,542,SE161
0,112,SE162
0,452,SE162
0,469,SE162
0,78,SE163
0,387,SE163
0,564,SE163
0,629,SE163
0,722,SE163
0,370,SE164
0,370,SE165
0,537,SE165
0,731,SE165
0,801,SE165
0,315,SE166
0,4,SE167
0,88,SE167
0,91,SE167
0,260,SE167
0,364,SE167
0,392,SE167
0,541,SE167
0,690,SE167
0,162,SE168
0,345,SE168
0,434,SE168
0,194,SE169
0,333,SE169
0,664,SE169
0,4,SE170
0,15,SE170
0,20,SE170
0,24,SE170
0,25,SE170
0,34,SE170
0,35,SE170
0,37,SE170
0,39,SE170
0,44,SE170
0,62,SE170
0,64,SE170
0,65,SE170
0,75,SE170
0,83,SE170
0,84,SE170
0,91,SE170
0,93,SE170
0,98,SE170
0,101,SE170
0,105,SE170
0,110,SE170
0,131,SE170
0,134,SE170
0,137,SE170
0,146,SE170
0,150,SE170
0,155,SE170
0,156,SE170
0,174,SE170
0,186,SE170
0,203,SE170
0,209,SE170
0,229,SE170
0,231,SE170
0,259,SE170
0,261,SE170
0,271,SE170
0,280,SE170
0,287,SE170
0,297,SE170
0,303,SE170
0,320,SE170
0,328,SE170
0,334,SE170
0,336,SE170
0,340,SE170
0,345,SE170
0,346,SE170
0,352,SE170
0,361,SE170
0,381,SE170
0,386,SE170
0,390,SE170
0,400,SE170
0,408,SE170
0,411,SE170
0,438,SE170
0,442,SE170
0,445,SE170
0,469,SE170
0,481,SE170
0,493,SE170
0,498,SE170
0,500,SE170
0,502,SE170
0,508,SE170
0,516,SE170
0,535,SE170
0,539,SE170
0,548,SE170
0,551,SE170
0,556,SE170
0,564,SE170
0,569,SE170
0,570,SE170
0,572,SE170
0,573,SE170
0,575,SE170
0,576,SE170
0,578,SE170
0,590,SE170
0,591,SE170
0,594,SE170
0,597,SE170
0,609,SE170
0,613,SE170
0,614,SE170
0,615,SE170
0,618,SE170
0,632,SE170
0,641,SE170
0,659,SE170
0,667,SE170
0,669,SE170
0,675,SE170
0,678,SE170
0,683,SE170
0,687,SE170
0,689,SE170
0,690,SE170
0,691,SE170
0,702,SE170
0,704,SE170
0,725,SE170
0,728,SE170
0,732,SE170
0,749,SE170
0,751,SE170
0,761,SE170
0,766,SE170
0,773,SE170
0,781,SE170
0,784,SE170
0,788,SE170
0,792,SE170
0,803,SE170
0,821,SE170
0,826,SE170
0,25,SE171
0,137,SE171
0,168,SE171
0,297,SE171
0,311,SE171
0,345,SE171
0,346,SE171
0,386,SE171
0,417,SE171
0,450,SE171
0,597,SE171
0,690,SE171
0,723,SE171
0,761,SE171
0,803,SE171
0,35,SE172
0,89,SE172
0,200,SE172
0,354,SE172
0,445,SE172
0,675,SE172
0,409,SE173
0,5,SE174
0,20,SE174
0,24,SE174
0,31,SE174
0,34,SE174
0,35,SE174
0,41,SE174
0,42,SE174
0,44,SE174
0,45,SE174
0,47,SE174
0,48,SE174
0,49,SE174
0,50,SE174
0,51,SE174
0,69,SE174
0,70,SE174
0,71,SE174
0,77,SE174
0,85,SE174
0,89,SE174
0,99,SE174
0,100,SE174
0,101,SE174
0,110,SE174
0,117,SE174
0,120,SE174
0,121,SE174
0,134,SE174
0,137,SE174
0,149,SE174
0,156,SE174
0,170,SE174
0,174,SE174
0,178,SE174
0,183,SE174
0,184,SE174
0,194,SE174
0,209,SE174
0,213,SE174
0,218,SE174
0,220,SE174
0,229,SE174
0,234,SE174
0,243,SE174
0,247,SE174
0,261,SE174
0,267,SE174
0,278,SE174
0,281,SE174
0,285,SE174
0,287,SE174
0,290,SE174
0,297,SE174
0,311,SE174
0,312,SE174
0,315,SE174
0,320,SE174
0,326,SE174
0,330,SE174
0,334,SE174
0,345,SE174
0,346,SE174
0,361,SE174
0,366,SE174
0,380,SE174
0,386,SE174
0,389,SE174
0,390,SE174
0,392,SE174
0,395,SE174
0,406,SE174
0,411,SE174
0,417,SE174
0,454,SE174
0,464,SE174
0,517,SE174
0,527,SE174
0,530,SE174
0,538,SE174
0,549,SE174
0,550,SE174
0,551,SE174
0,556,SE174
0,558,SE174
0,562,SE174
0,565,SE174
0,571,SE174
0,575,SE174
0,578,SE174
0,581,SE174
0,590,SE174
0,604,SE174
0,613,SE174
0,615,SE174
0,616,SE174
0,632,SE174
0,650,SE174
0,654,SE174
0,659,SE174
0,673,SE174
0,675,SE174
0,690,SE174
0,693,SE174
0,709,SE174
0,717,SE174
0,728,SE174
0,746,SE174
0,760,SE174
0,764,SE174
0,767,SE174
0,768,SE174
0,770,SE174
0,776,SE174
0,781,SE174
0,789,SE174
0,792,SE174
0,804,SE174
0,808,SE174
0,821,SE174
0,822,SE174
0,33,SE175
0,78,SE175
0,109,SE175
0,191,SE175
0,235,SE175
0,236,SE175
0,292,SE175
0,300,SE175
0,340,SE175
0,365,SE175
0,516,SE175
0,523,SE175
0,655,SE175
0,789,SE175
0,823,SE175
0,35,SE176
0,251,SE176
0,261,SE176
0,341,SE176
0,627,SE176
0,1,SE177
0,2,SE177
0,4,SE177
0,10,SE177
0,11,SE177
0,13,SE177
0,14,SE177
0,17,SE177
0,18,SE177
0,19,SE177
0,20,SE177
0,24,SE177
0,25,SE177
0,28,SE177
0,29,SE177
0,30,SE177
0,31,SE177
0,34,SE177
0,35,SE177
0,41,SE177
0,42,SE177
0,44,SE177
0,45,SE177
0,46,SE177
0,47,SE177
0,48,SE177
0,49,SE177
0,50,SE177
0,53,SE177
0,54,SE177
0,56,SE177
0,57,SE177
0,58,SE177
0,59,SE177
0,61,SE177
0,62,SE177
0,66,SE177
0,67,SE177
0,69,SE177
0,70,SE177
0,71,SE177
0,72,SE177
0,75,SE177
0,77,SE177
0,78,SE177
0,80,SE177
0,81,SE177
0,83,SE177
0,85,SE177
0,89,SE177
0,90,SE177
0,91,SE177
0,92,SE177
0,95,SE177
0,99,SE177
0,101,SE177
0,104,SE177
0,106,SE177
0,110,SE177
0,111,SE177
0,113,SE177
0,117,SE177
0,121,SE177
0,123,SE177
0,124,SE177
0,125,SE177
0,126,SE177
0,128,SE177
0,129,SE177
0,134,SE177
0,135,SE177
0,137,SE177
0,140,SE177
0,141,SE177
0,143,SE177
0,146,SE177
0,150,SE177
0,153,SE177
0,155,SE177
0,158,SE177
0,162,SE177
0,168,SE177
0,169,SE177
0,170,SE177
0,182,SE177
0,183,SE177
0,184,SE177
0,185,SE177
0,187,SE177
0,189,SE177
0,192,SE177
0,196,SE177
0,199,SE177
0,201,SE177
0,205,SE177
0,206,SE177
0,208,SE177
0,209,SE177
0,210,SE177
0,213,SE177
0,215,SE177
0,218,SE177
0,220,SE177
0,222,SE177
0,223,SE177
0,225,SE177
0,229,SE177
0,231,SE177
0,236,SE177
0,237,SE177
0,241,SE177
0,242,SE177
0,243,SE177
0,247,SE177
0,249,SE177
0,252,SE177
0,255,SE177
0,259,SE177
0,260,SE177
0,261,SE177
0,265,SE177
0,266,SE177
0,269,SE177
0,270,SE177
0,271,SE177
0,275,SE177
0,276,SE177
0,277,SE177
0,278,SE177
0,279,SE177
0,280,SE177
0,284,SE177
0,285,SE177
0,286,SE177
0,289,SE177
0,290,SE177
0,293,SE177
0,296,SE177
0,297,SE177
0,298,SE177
0,299,SE177
0,300,SE177
0,302,SE177
0,303,SE177
0,307,SE177
0,311,SE177
0,312,SE177
0,315,SE177
0,316,SE177
0,320,SE177
0,322,SE177
0,323,SE177
0,327,SE177
0,330,SE177
0,334,SE177
0,336,SE177
0,339,SE177
0,340,SE177
0,342,SE177
0,343,SE177
0,345,SE177
0,346,SE177
0,353,SE177
0,354,SE177
0,356,SE177
0,357,SE177
0,359,SE177
0,361,SE177
0,366,SE177
0,367,SE177
0,368,SE177
0,370,SE177
0,377,SE177
0,379,SE177
0,380,SE177
0,381,SE177
0,385,SE177
0,386,SE177
0,389,SE177
0,390,SE177
0,391,SE177
0,392,SE177
0,395,SE177
0,401,SE177
0,405,SE177
0,406,SE177
0,408,SE177
0,409,SE177
0,411,SE177
0,414,SE177
0,416,SE177
0,417,SE177
0,422,SE177
0,423,SE177
0,425,SE177
0,426,SE177
0,430,SE177
0,433,SE177
0,434,SE177
0,435,SE177
0,442,SE177
0,445,SE177
0,450,SE177
0,453,SE177
0,454,SE177
0,456,SE177
0,459,SE177
0,462,SE177
0,464,SE177
0,465,SE177
0,466,SE177
0,469,SE177
0,471,SE177
0,479,SE177
0,480,SE177
0,482,SE177
0,483,SE177
0,484,SE177
0,485,SE177
0,493,SE177
0,497,SE177
0,498,SE177
0,499,SE177
0,502,SE177
0,503,SE177
0,506,SE177
0,509,SE177
0,514,SE177
0,516,SE177
0,517,SE177
0,521,SE177
0,522,SE177
0,524,SE177
0,526,SE177
0,527,SE177
0,528,SE177
0,530,SE177
0,532,SE177
0,535,SE177
0,537,SE177
0,538,SE177
0,539,SE177
0,541,SE177
0,547,SE177
0,549,SE177
0,551,SE177
0,555,SE177
0,556,SE177
0,558,SE177
0,561,SE177
0,562,SE177
0,563,SE177
0,564,SE177
0,565,SE177
0,571,SE177
0,572,SE177
0,573,SE177
0,575,SE177
0,576,SE177
0,578,SE177
0,581,SE177
0,584,SE177
0,585,SE177
0,589,SE177
0,590,SE177
0,592,SE177
0,597,SE177
0,600,SE177
0,601,SE177
0,602,SE177
0,604,SE177
0,606,SE177
0,607,SE177
0,610,SE177
0,611,SE177
0,613,SE177
0,614,SE177
0,615,SE177
0,616,SE177
0,618,SE177
0,621,SE177
0,641,SE177
0,642,SE177
0,649,SE177
0,650,SE177
0,653,SE177
0,654,SE177
0,657,SE177
0,659,SE177
0,662,SE177
0,663,SE177
0,664,SE177
0,665,SE177
0,666,SE177
0,669,SE177
0,670,SE177
0,673,SE177
0,675,SE177
0,676,SE177
0,678,SE177
0,682,SE177
0,687,SE177
0,688,SE177
0,689,SE177
0,690,SE177
0,691,SE177
0,693,SE177
0,694,SE177
0,695,SE177
0,700,SE177
